2023-04-07 05:44:47.832 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStarting - Starting Gear3sProjectApplication using Java 19.0.1 on Lee with PID 11700 (C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project\target\classes started by thanh in C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project)
2023-04-07 05:51:41.311 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer.startServer - LiveReload server is running on port 35729
2023-04-07 05:51:42.212 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port(s): 8088 (http) with context path ''
2023-04-07 05:51:42.213 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper.start - Context refreshed
2023-04-07 05:51:42.230 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper.start - Found 1 custom documentation plugin(s)
2023-04-07 05:51:42.253 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner.scan - Scanning for api listing references
2023-04-07 05:51:42.362 [restartedMain] INFO  s.d.s.w.r.o.CachingOperationNameGenerator.startingWith - Generating unique operation named: signInUsingPOST_1
2023-04-07 05:51:42.399 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStarted - Started Gear3sProjectApplication in 6.798 seconds (JVM running for 7.554)
2023-04-07 05:51:58.160 [http-nio-8088-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 05:51:58.161 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
2023-04-07 05:51:58.162 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 1 ms
2023-04-07 05:52:25.243 [http-nio-8088-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver.logException - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
2023-04-07 05:53:52.972 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-04-07 05:53:52.975 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource.close - HikariPool-1 - Shutdown initiated...
2023-04-07 05:53:53.038 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource.close - HikariPool-1 - Shutdown completed.
2023-04-07 05:53:57.112 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStarting - Starting Gear3sProjectApplication using Java 19.0.1 on Lee with PID 6152 (C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project\target\classes started by thanh in C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project)
2023-04-07 05:53:57.114 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
2023-04-07 05:53:57.164 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-04-07 05:53:57.165 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-07 05:53:58.029 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-07 05:53:58.030 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-07 05:53:58.167 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 132 ms. Found 5 JPA repository interfaces.
2023-04-07 05:53:58.179 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-07 05:53:58.181 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 05:53:58.195 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cybersoft.java20.dev3lopers.gear3sproject.repository.CategoryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2023-04-07 05:53:58.195 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cybersoft.java20.dev3lopers.gear3sproject.repository.ProductRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2023-04-07 05:53:58.196 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cybersoft.java20.dev3lopers.gear3sproject.repository.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2023-04-07 05:53:58.197 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cybersoft.java20.dev3lopers.gear3sproject.repository.SexRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2023-04-07 05:53:58.197 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cybersoft.java20.dev3lopers.gear3sproject.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2023-04-07 05:53:58.198 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2023-04-07 05:53:58.792 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer.initialize - Tomcat initialized with port(s): 8088 (http)
2023-04-07 05:53:58.799 [restartedMain] INFO  o.a.catalina.core.StandardService.log - Starting service [Tomcat]
2023-04-07 05:53:58.800 [restartedMain] INFO  o.apache.catalina.core.StandardEngine.log - Starting Servlet engine: [Apache Tomcat/9.0.73]
2023-04-07 05:53:58.885 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring embedded WebApplicationContext
2023-04-07 05:53:58.885 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 1719 ms
2023-04-07 05:53:59.034 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-04-07 05:53:59.076 [restartedMain] INFO  org.hibernate.Version.logVersion - HHH000412: Hibernate ORM core version 5.6.15.Final
2023-04-07 05:53:59.211 [restartedMain] INFO  o.h.annotations.common.Version.<clinit> - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-04-07 05:53:59.303 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource.getConnection - HikariPool-1 - Starting...
2023-04-07 05:53:59.595 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource.getConnection - HikariPool-1 - Start completed.
2023-04-07 05:53:59.609 [restartedMain] INFO  org.hibernate.dialect.Dialect.<init> - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2023-04-07 05:54:00.388 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator.initiateService - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-04-07 05:54:00.402 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-04-07 05:54:01.282 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-07 05:54:01.447 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain.<init> - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@393c971, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6f5ea0d9, org.springframework.security.web.context.SecurityContextPersistenceFilter@7476c863, org.springframework.security.web.header.HeaderWriterFilter@64ad0a29, org.springframework.security.web.authentication.logout.LogoutFilter@176f8f08, cybersoft.java20.dev3lopers.gear3sproject.filter.AuthTokenFilter@53eec60c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@652328d8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1dbc96d9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7e4a50d1, org.springframework.security.web.session.SessionManagementFilter@1cc0ca6e, org.springframework.security.web.access.ExceptionTranslationFilter@526bbbd1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@536f3ce5]
2023-04-07 05:54:01.481 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping.initHandlerMethods - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2023-04-07 05:54:01.622 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer.startServer - LiveReload server is running on port 35729
2023-04-07 05:54:02.530 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port(s): 8088 (http) with context path ''
2023-04-07 05:54:02.531 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper.start - Context refreshed
2023-04-07 05:54:02.547 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper.start - Found 1 custom documentation plugin(s)
2023-04-07 05:54:02.570 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner.scan - Scanning for api listing references
2023-04-07 05:54:02.681 [restartedMain] INFO  s.d.s.w.r.o.CachingOperationNameGenerator.startingWith - Generating unique operation named: signInUsingPOST_1
2023-04-07 05:54:02.719 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStarted - Started Gear3sProjectApplication in 6.033 seconds (JVM running for 6.774)
2023-04-07 05:54:44.552 [http-nio-8088-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 05:54:44.552 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
2023-04-07 05:54:44.554 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 2 ms
2023-04-07 05:56:16.092 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-04-07 05:56:16.095 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource.close - HikariPool-1 - Shutdown initiated...
2023-04-07 05:56:19.554 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource.close - HikariPool-1 - Shutdown completed.
2023-04-07 05:56:23.357 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStarting - Starting Gear3sProjectApplication using Java 19.0.1 on Lee with PID 4968 (C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project\target\classes started by thanh in C:\Users\thanh\Downloads\gear3s\backend_program\gear3s-project)
2023-04-07 05:56:23.358 [restartedMain] INFO  c.j.d.g.Gear3sProjectApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
2023-04-07 05:56:23.395 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-04-07 05:56:23.396 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-07 05:56:24.231 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-07 05:56:24.233 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-07 05:56:24.368 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 129 ms. Found 5 JPA repository interfaces.
2023-04-07 05:56:24.380 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-07 05:56:24.381 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
